timestamp,open,high,low,close,volume
2020-01-01 00:00:00,30004.96,30157.58,29859.99,30077.14,314.28
2020-01-01 01:00:00,30325.89,30538.37,30212.27,30308.03,1110.15
2020-01-01 02:00:00,30604.37,30753.95,30493.2,30611.92,405.72
2020-01-01 03:00:00,30761.03,30842.44,30717.31,30808.4,170.83
2020-01-01 04:00:00,30731.92,31160.65,30724.07,30739.59,758.55
2020-01-01 05:00:00,30534.9,30630.66,30439.8,30464.24,501.44
2020-01-01 06:00:00,30394.53,30478.39,30322.2,30388.91,259.48
2020-01-01 07:00:00,30278.67,30397.61,30191.4,30296.0,533.92
2020-01-01 08:00:00,29798.44,29835.23,29676.18,29816.08,59.31
2020-01-01 09:00:00,29781.4,29960.39,29727.02,29832.85,1440.68
2020-01-01 10:00:00,29874.16,29911.69,29728.42,29898.31,839.66
2020-01-01 11:00:00,29841.66,29883.9,29764.48,29834.77,184.08
2020-01-01 12:00:00,29877.42,29922.42,29817.38,29852.17,361.45
2020-01-01 13:00:00,29633.83,29758.25,29573.76,29727.52,262.35
2020-01-01 14:00:00,29396.27,29538.68,29351.94,29398.78,298.99
2020-01-01 15:00:00,29270.33,29296.27,29116.07,29197.0,744.81
2020-01-01 16:00:00,29203.04,29252.58,29096.38,29222.72,48.91
2020-01-01 17:00:00,29412.68,29424.63,29364.88,29388.86,386.18
2020-01-01 18:00:00,28971.72,29072.79,28939.03,29027.94,2385.75
2020-01-01 19:00:00,28508.12,28619.84,28465.72,28482.14,1612.08
2020-01-01 20:00:00,28676.79,28835.89,28455.36,28607.02,843.71
2020-01-01 21:00:00,28769.32,28907.76,28762.33,28818.6,189.04
2020-01-01 22:00:00,28392.33,28557.85,28334.37,28358.65,336.96
2020-01-01 23:00:00,28540.3,28613.11,28385.57,28498.85,1449.81
2020-01-02 00:00:00,28816.58,28861.82,28641.19,28759.23,179.0
2020-01-02 01:00:00,28488.35,28640.62,28339.9,28437.62,243.59
2020-01-02 02:00:00,28045.62,28113.3,27947.05,28046.24,726.61
2020-01-02 03:00:00,28274.35,28402.5,28188.71,28267.61,3459.77
2020-01-02 04:00:00,27857.97,27920.07,27779.57,27891.58,712.72
2020-01-02 05:00:00,28104.57,28263.95,27994.28,28080.4,287.0
2020-01-02 06:00:00,28166.18,28172.8,27987.35,28172.24,233.75
2020-01-02 07:00:00,28173.16,28335.17,28166.52,28209.52,1203.55
2020-01-02 08:00:00,28321.24,28391.37,28114.18,28271.58,2573.54
2020-01-02 09:00:00,28119.69,28275.13,27961.66,28120.48,2275.79
2020-01-02 10:00:00,28374.98,28569.23,28319.14,28384.68,157.75
2020-01-02 11:00:00,28203.19,28363.8,28175.65,28187.22,250.15
2020-01-02 12:00:00,28352.13,28471.79,28250.01,28414.65,3591.72
2020-01-02 13:00:00,28259.29,28292.56,28116.99,28225.99,209.38
2020-01-02 14:00:00,28420.44,28444.21,28227.21,28382.57,334.2
2020-01-02 15:00:00,28511.23,28598.23,28414.19,28538.95,461.39
2020-01-02 16:00:00,28700.69,28806.24,28586.8,28746.03,804.75
2020-01-02 17:00:00,28606.24,28634.91,28414.98,28629.53,548.2
2020-01-02 18:00:00,28650.35,28750.93,28444.16,28612.81,373.36
2020-01-02 19:00:00,28752.21,28848.14,28535.69,28779.64,399.85
2020-01-02 20:00:00,29055.54,29172.93,28934.16,29055.89,409.28
2020-01-02 21:00:00,28934.78,29039.69,28862.97,28918.01,782.98
2020-01-02 22:00:00,28496.95,28823.86,28445.22,28577.46,651.31
2020-01-02 23:00:00,29153.27,29265.53,29054.85,29068.3,917.22
2020-01-03 00:00:00,29159.48,29289.7,29113.7,29177.8,449.84
2020-01-03 01:00:00,28903.65,29071.13,28900.91,28922.08,537.27
2020-01-03 02:00:00,28644.48,28677.86,28391.73,28585.59,268.05
2020-01-03 03:00:00,28574.53,28618.98,28437.54,28577.13,268.06
2020-01-03 04:00:00,28283.35,28445.64,28100.1,28258.61,1458.27
2020-01-03 05:00:00,28193.57,28293.86,28170.54,28179.49,1024.54
2020-01-03 06:00:00,27969.21,28028.41,27850.1,27985.12,4604.53
2020-01-03 07:00:00,28030.17,28209.02,27829.96,28056.45,475.77
2020-01-03 08:00:00,27852.15,27877.35,27667.31,27821.15,350.05
2020-01-03 09:00:00,27733.4,27796.39,27520.44,27737.33,184.46
2020-01-03 10:00:00,27870.49,28104.75,27812.18,27915.79,640.1
2020-01-03 11:00:00,28112.9,28229.77,27786.44,28114.07,1323.54
2020-01-03 12:00:00,28411.64,28509.51,28332.63,28357.97,167.3
2020-01-03 13:00:00,28705.37,28794.56,28626.41,28673.71,736.56
2020-01-03 14:00:00,28501.5,28544.47,28336.35,28465.84,601.79
2020-01-03 15:00:00,28592.94,28654.87,28469.73,28517.4,136.47
2020-01-03 16:00:00,28344.03,28389.15,28317.83,28367.82,802.07
2020-01-03 17:00:00,28406.93,28546.15,28239.31,28356.68,656.98
2020-01-03 18:00:00,28049.28,28171.52,27984.29,28014.93,320.27
2020-01-03 19:00:00,27858.14,28181.62,27858.03,27896.87,443.92
2020-01-03 20:00:00,27444.59,27527.19,27259.77,27424.34,1541.11
2020-01-03 21:00:00,27677.06,27744.6,27528.46,27692.11,665.47
2020-01-03 22:00:00,27553.2,27604.05,27504.59,27547.93,351.23
2020-01-03 23:00:00,27669.67,27751.52,27516.78,27603.43,461.9
2020-01-04 00:00:00,27454.83,27457.92,27284.26,27444.69,593.91
2020-01-04 01:00:00,27165.11,27195.88,27003.41,27137.85,853.86
2020-01-04 02:00:00,27086.96,27135.28,26920.93,27118.27,752.97
2020-01-04 03:00:00,27130.45,27204.78,26963.84,27110.3,381.86
2020-01-04 04:00:00,27091.82,27124.2,26992.35,27119.53,267.43
2020-01-04 05:00:00,26801.64,26930.84,26679.6,26781.7,804.57
2020-01-04 06:00:00,26430.31,26566.38,26354.7,26459.61,383.87
2020-01-04 07:00:00,26211.15,26388.46,26042.8,26213.38,776.48
2020-01-04 08:00:00,25716.86,25879.39,25578.49,25713.29,795.9
2020-01-04 09:00:00,25828.84,25970.77,25765.14,25800.95,392.07
2020-01-04 10:00:00,26089.29,26101.39,26039.05,26091.46,210.82
2020-01-04 11:00:00,26556.68,26586.46,26350.52,26496.32,333.74
2020-01-04 12:00:00,26362.39,26399.28,26244.81,26387.39,435.39
